column_1;column_2;column_3;column_4;coordonnees;geom
7610;Rumes;3.3039251;50.5557678;50.5557678, 3.3039251;
7611;La Glanerie;3.3010202;50.5298416;50.5298416, 3.3010202;
7622;Laplaigne;3.4418587625525;50.52296155;50.52296155, 3.44185876255;
7643;Fontenoy;3.473373;50.567887;50.567887, 3.473373;
7700;Luingne;3.2344942;50.7386186;50.7386186, 3.2344942;
7700;Mouscron;3.2139093;50.7433351;50.7433351, 3.2139093;
7750;Amougies;3.5066795;50.743719;50.743719, 3.5066795;
7760;Popuelles;3.5192597;50.6621501;50.6621501, 3.5192597;
7810;Maffle;3.8060162;50.615068;50.615068, 3.8060162;
7812;Mainvault;3.7184421;50.6495829;50.6495829, 3.7184421;
7812;Villers-Saint-Amand;3.730712;50.6226624;50.6226624, 3.730712;
7863;Ghoy;3.8094385;50.7283427;50.7283427, 3.8094385;
7901;Thieulain;3.6085857;50.6179826;50.6179826, 3.6085857;
7903;Blicquy;3.6857513;50.5878005;50.5878005, 3.6857513;
7906;Gallaix;3.5748349;50.6060715;50.6060715, 3.5748349;
7910;Cordes;3.5342514;50.688202;50.688202, 3.5342514;
7911;Hacquegnies;3.5938505;50.6522435;50.6522435, 3.5938505;
7911;Montroeul-Au-Bois;3.571359;50.642909;50.642909, 3.571359;
7911;Oeudeghien;3.7117971;50.6780664;50.6780664, 3.7117971;
7912;Dergneau;3.5666;50.712579;50.712579, 3.5666;
7942;Mévergnies-Lez-Lens;3.8507081;50.6044689;50.6044689, 3.8507081;
7950;Ladeuze;3.7713023;50.567984;50.567984, 3.7713023;
7951;Tongre-Notre-Dame;3.7748043;50.581313;50.581313, 3.7748043;
7971;Wadelincourt;3.6483678;50.5385955;50.5385955, 3.6483678;
7972;Quevaucamps;3.6909731;50.5302519;50.5302519, 3.6909731;
8020;Ruddervoorde;3.2014781027698;51.08464525;51.08464525, 3.20147810277;
8020;Waardamme;3.2222872;51.1123296;51.1123296, 3.2222872;
8210;Zedelgem;3.1404473279372;51.1355326;51.1355326, 3.14044732794;
8300;Westkapelle;3.3172865697943;51.3207807;51.3207807, 3.31728656979;
8310;Sint-Kruis;3.2506508;51.2142018;51.2142018, 3.2506508;
8340;Damme;3.2920911130762;51.2553021;51.2553021, 3.29209111308;
8340;Hoeke;3.3302838831505;51.2936953;51.2936953, 3.33028388315;
8370;Blankenberge;3.1297578035057;51.31651475;51.31651475, 3.12975780351;
8377;Nieuwmunster;3.0994149719104;51.275802;51.275802, 3.09941497191;
8380;Dudzele;3.2292277;51.2747463;51.2747463, 3.2292277;
8420;De Haan;3.0049248;51.2415107;51.2415107, 3.0049248;
8433;Sint-Pieters-Kapelle;2.8859081205773;51.1228258;51.1228258, 2.88590812058;
8450;Bredene;2.9725769468284;51.23890495;51.23890495, 2.97257694683;
8460;Westkerke;3.0047445512126;51.16355795;51.16355795, 3.00474455121;
8470;Moere;2.9565554411399;51.1319588;51.1319588, 2.95655544114;
8490;Snellegem;3.1229871043255;51.17552695;51.17552695, 3.12298710433;
8490;Varsenare;3.1361350320817;51.19920035;51.19920035, 3.13613503208;
8501;Bissegem;3.2284723;50.8228226;50.8228226, 3.2284723;
8531;Bavikhove;3.3126044844799;50.8790473;50.8790473, 3.31260448448;
8531;Hulste;3.2990273;50.8820656;50.8820656, 3.2990273;
8552;Moen;3.3825263241918;50.775415;50.775415, 3.38252632419;
8581;Waarmaarde;3.4854202;50.7903789;50.7903789, 3.4854202;
8583;Bossuit;3.4080819304802;50.74804505;50.74804505, 3.40808193048;
8587;Espierres-Helchin;3.3465264652837;50.72568025;50.72568025, 3.34652646528;
8600;Leke;2.8993179258716;51.10066415;51.10066415, 2.89931792587;
8600;Stuivekenskerke;2.823381776939;51.07690075;51.07690075, 2.82338177694;
8610;Zarren;2.9597764;51.0181095;51.0181095, 2.9597764;
8630;De Moeren;2.5953950379549;51.03587905;51.03587905, 2.59539503795;
8630;Eggewaartskapelle;2.7298247748665;51.0495264;51.0495264, 2.72982477487;
8630;Houtem;2.604305716244;51.0069146;51.0069146, 2.60430571624;
8647;Lo;2.7607800723908;50.9931276;50.9931276, 2.76078007239;
8660;Adinkerke;2.5896028375712;51.06926315;51.06926315, 2.58960283757;
8670;Oostduinkerke;2.7012679966518;51.12531835;51.12531835, 2.70126799665;
8690;Hoogstade;2.6903321;50.9800701;50.9800701, 2.6903321;
8690;Sint-Rijkers;2.6881434;50.9945231;50.9945231, 2.6881434;
8691;Gijverinkhove;2.6727552;50.9761749;50.9761749, 2.6727552;
8700;Aarsele;3.4139884196625;50.9972412;50.9972412, 3.41398841966;
8720;Wakken;3.4009830853574;50.93483565;50.93483565, 3.40098308536;
8730;Beernem;3.3144732597608;51.12774395;51.12774395, 3.31447325976;
8792;Desselgem;3.3669119563274;50.88302825;50.88302825, 3.36691195633;
8830;Gits;3.1103285411089;50.9975916;50.9975916, 3.11032854111;
8840;Oostnieuwkerke;3.0641586047981;50.94159445;50.94159445, 3.0641586048;
8840;Westrozebeke;3.0095525945894;50.933009;50.933009, 3.00955259459;
8880;Ledegem;3.1176598783352;50.86898195;50.86898195, 3.11765987834;
8880;Rollegem-Kapelle;3.1510232055719;50.87005025;50.87005025, 3.15102320557;
8906;Elverdinge;2.8086072093094;50.88120105;50.88120105, 2.80860720931;
8920;Poelkapelle;2.9632606863338;50.9278167;50.9278167, 2.96326068633;
8930;Lauwe;3.1938978797182;50.78879055;50.78879055, 3.19389787972;
8954;Westouter;2.7409610507934;50.8003371;50.8003371, 2.74096105079;
8957;Messines;2.9001214234264;50.7596526;50.7596526, 2.90012142343;
8958;Loker;2.7797309731213;50.78372855;50.78372855, 2.77973097312;
8972;Krombeke;2.6729063768433;50.9045753;50.9045753, 2.67290637684;
8980;Zonnebeke;2.9874678;50.8731885;50.8731885, 2.9874678;
9040;Sint-Amandsberg;3.7488657;51.061875;51.061875, 3.7488657;
9042;Sint-Kruis-Winkel;3.8234371;51.1541943;51.1541943, 3.8234371;
9052;Zwijnaarde;3.7021790930106;51.00092235;51.00092235, 3.70217909301;
9080;Lochristi;3.8271355;51.0991574;51.0991574, 3.8271355;
9111;Belsele;4.0917750185456;51.1570236;51.1570236, 4.09177501855;
9130;Kieldrecht;4.1983386657846;51.3038751;51.3038751, 4.19833866578;
9130;Verrebroek;4.1871839695525;51.2540739;51.2540739, 4.18718396955;
9140;Tielrode;4.1736809973609;51.12202775;51.12202775, 4.17368099736;
9160;Daknam;3.9808547859604;51.12798595;51.12798595, 3.98085478596;
9160;Lokeren;3.9911114;51.1042159;51.1042159, 3.9911114;
9190;Kemzeke;4.0771037;51.2065228;51.2065228, 4.0771037;
9200;Appels;4.0562275450955;51.02983825;51.02983825, 4.0562275451;
9230;Westrem;3.8614248;50.9697855;50.9697855, 3.8614248;
9255;Buggenhout;4.192804319009;51.0113077;51.0113077, 4.19280431901;
9270;Kalken;3.918568;51.0370133;51.0370133, 3.918568;
9290;Uitbergen;3.9639785004366;51.0278435;51.0278435, 3.96397850044;
9300;Aalst;4.0396424203486;50.9429755;50.9429755, 4.03964242035;
9308;Hofstade;4.0298563154701;50.96682385;50.96682385, 4.02985631547;
9340;Smetlede;3.9269566;50.9660712;50.9660712, 3.9269566;
9401;Pollare;3.9969451;50.8168641;50.8168641, 3.9969451;
9420;Aaigem;3.9366909;50.8894174;50.8894174, 3.9366909;
9450;Denderhoutem;4.0059338596505;50.878059;50.878059, 4.00593385965;
9451;Kerksken;3.9792346670559;50.88457295;50.88457295, 3.97923466706;
9473;Welle;4.0448599;50.9005405;50.9005405, 4.0448599;
9506;Idegem;3.9295308016087;50.8043243;50.8043243, 3.92953080161;
9506;Smeerebbe-Vloerzegem;3.9259210427614;50.81624535;50.81624535, 3.92592104276;
9520;Oombergen;3.8381185;50.8988376;50.8988376, 3.8381185;
9520;Zonnegem;3.9163011372068;50.93017155;50.93017155, 3.91630113721;
9550;Herzele;3.8873953834097;50.88830225;50.88830225, 3.88739538341;
9550;Sint-Lievens-Esse;3.8871129;50.8553127;50.8553127, 3.8871129;
9571;Hemelveerdegem;3.8638783508569;50.8088369;50.8088369, 3.86387835086;
9572;Sint-Martens-Lierde;3.8157846440419;50.80452055;50.80452055, 3.81578464404;
9620;Erwetegem;3.8142328;50.8558332;50.8558332, 3.8142328;
9620;Godveerdegem;3.8204374;50.8594123;50.8594123, 3.8204374;
9620;Sint-Maria-Oudenhove;3.7998568349562;50.82512665;50.82512665, 3.79985683496;
9620;Zottegem;3.8155460176798;50.86909165;50.86909165, 3.81554601768;
9630;Beerlegem;3.719796314005;50.90267645;50.90267645, 3.719796314;
9630;Dikkele;3.7418503;50.9034583;50.9034583, 3.7418503;
9630;Hundelgem;3.7552865;50.8891513;50.8891513, 3.7552865;
9630;Zwalm;3.719334;50.8793307;50.8793307, 3.719334;
9667;Horebeke;3.6920346;50.8348628;50.8348628, 3.6920346;
9667;Sint-Kornelis-Horebeke;3.6991826;50.8356339;50.8356339, 3.6991826;
9680;Etikhove;3.625998;50.8129246;50.8129246, 3.625998;
9690;Kluisbergen;3.5212498;50.7782986;50.7782986, 3.5212498;
9690;Ruien;3.4860074;50.7739701;50.7739701, 3.4860074;
9690;Zulzeke;3.569982;50.7912081;50.7912081, 3.569982;
9700;Bevere;3.5955691;50.8513634;50.8513634, 3.5955691;
9770;Kruishoutem;3.5404462768494;50.9200896;50.9200896, 3.54044627685;
9790;Moregem;3.5623575;50.8503548;50.8503548, 3.5623575;
9800;Grammene;3.468333;50.9764412;50.9764412, 3.468333;
9820;Bottelare;3.7552702;50.9635195;50.9635195, 3.7552702;
9820;Munte;3.7445458;50.9452452;50.9452452, 3.7445458;
9820;Schelderode;3.7131906;50.9698809;50.9698809, 3.7131906;
9830;Sint-Martens-Latem;3.6306291238782;51.0134462;51.0134462, 3.63062912388;
9860;Gijzenzele;3.8164475;50.971061;50.971061, 3.8164475;
9870;Olsene;3.4651619;50.9357958;50.9357958, 3.4651619;
9890;Gavere;3.6614192;50.9292335;50.9292335, 3.6614192;
9931;Oostwinkel;3.5253176;51.150867;51.150867, 3.5253176;
9940;Kluizen;3.732612;51.1547125;51.1547125, 3.732612;
9970;Kaprijke;3.6219251372375;51.228952;51.228952, 3.62192513724;
9971;Lembeke;3.6346312134542;51.19424;51.19424, 3.63463121345;
9981;Sint-Margriete;3.5315005565828;51.26767195;51.26767195, 3.53150055658;
9991;Adegem;3.4858471;51.2035291;51.2035291, 3.4858471;
9992;Middelburg;3.4071425562584;51.25583235;51.25583235, 3.40714255626;
